,Season,PlayerID,Contract_Type,Value
1139,2021-22,1629234.0,Non-Guaranteed,1762796.0
1140,2022-23,1629234.0,Non-Guaranteed,1910860.0
1141,2020-21,203476.0,Guaranteed,1000000.0
1142,2020-21,1627751.0,Guaranteed,8101852.0
1143,2021-22,1627751.0,Guaranteed,8750000.0
1144,2022-23,1627751.0,Guaranteed,9398148.0
1145,2020-21,1629640.0,Guaranteed,2048040.0
1146,2021-22,1629640.0,Guaranteed,2145720.0
1147,2022-23,1629640.0,Team Option,3873025.0
1148,2023-24,1629640.0,Qualifying Offer,5809538.0
1149,2020-21,200746.0,Not With Team,16750000.0
1150,2020-21,,Guaranteed,2892000.0
1151,2021-22,,Guaranteed,4447896.0
1152,2022-23,,Qualifying Offer,6311564.0
1153,2020-21,1629677.0,Guaranteed,2824320.0
1154,2021-22,1629677.0,Guaranteed,2959080.0
1155,2022-23,1629677.0,Team Option,4556983.0
1156,2023-24,1629677.0,Qualifying Offer,6498258.0
1157,2020-21,1627737.0,Not With Team,1824003.0
1158,2020-21,201988.0,Guaranteed,13535714.0
1159,2021-22,1629683.0,Qualifying Offer,1669178.0
1160,2020-21,200752.0,Guaranteed,14500000.0
1161,2020-21,,Guaranteed,898310.0
1162,2021-22,,Guaranteed,1517981.0
1163,2022-23,,Non-Guaranteed,1782621.0
1164,2023-24,,Qualifying Offer,2228276.0
1165,2020-21,1626168.0,Guaranteed,5500000.0
1166,2020-21,203458.0,Not With Team,2258000.0
1167,2020-21,203382.0,Guaranteed,7000000.0
1168,2021-22,203382.0,Non-Guaranteed,7350000.0
1169,2020-21,1628449.0,Guaranteed,6500000.0
1170,2021-22,1628449.0,Non-Guaranteed,7020000.0
1171,2020-21,1627761.0,Guaranteed,1737145.0
1172,2021-22,1627761.0,Non-Guaranteed,1977011.0
1173,2020-21,,Not With Team,99020.0
1174,2020-21,1627832.0,Guaranteed,21250000.0
1175,2021-22,1627832.0,Guaranteed,19675926.0
1176,2022-23,1627832.0,Guaranteed,21250000.0
1177,2023-24,1627832.0,Player Option,22824074.0
1178,2020-21,,Guaranteed,1663861.0
1179,2021-22,,Qualifying Offer,2079826.0
1180,2020-21,1627740.0,Not With Team,110998.0
1181,2020-21,200768.0,Guaranteed,30500000.0
1182,2020-21,,Guaranteed,1950600.0
1183,2021-22,,Guaranteed,2048040.0
1184,2022-23,,Team Option,2145720.0
1185,2023-24,,Team Option,3873025.0
1186,2024-25,,Qualifying Offer,5809538.0
1187,2020-21,1628384.0,Guaranteed,3872215.0
1188,2021-22,1628384.0,Guaranteed,16071429.0
1189,2022-23,1628384.0,Guaranteed,17357143.0
1190,2023-24,1628384.0,Guaranteed,18642857.0
1191,2024-25,1628384.0,Player Option,19928571.0
1192,2020-21,1629052.0,Not With Team,300000.0
1193,2020-21,1627783.0,Guaranteed,30559200.0
1194,2021-22,1627783.0,Guaranteed,33003936.0
1195,2022-23,1627783.0,Guaranteed,35448672.0
1196,2023-24,1627783.0,Guaranteed,37893408.0
1197,2020-21,1627775.0,Guaranteed,4000000.0
1198,2020-21,1628778.0,Guaranteed,1445697.0
1199,2021-22,1628778.0,Non-Guaranteed,1701593.0
1200,2022-23,1628778.0,Qualifying Offer,2126991.0
1201,2020-21,203918.0,Guaranteed,10047450.0
1202,2021-22,203918.0,Non-Guaranteed,10851246.0
1203,2020-21,1626169.0,Guaranteed,3804150.0
1204,2020-21,202711.0,Guaranteed,17850000.0
1205,2021-22,202711.0,Guaranteed,18700000.0
1206,2022-23,202711.0,Guaranteed,19550000.0
1207,2020-21,202324.0,Guaranteed,9258000.0
1208,2021-22,202324.0,Guaranteed,9720900.0
1209,2022-23,202324.0,Player Option,10183800.0
1210,2020-21,1628378.0,Guaranteed,5195501.0
1211,2021-22,1628378.0,Guaranteed,28103500.0
1212,2022-23,1628378.0,Guaranteed,30351780.0
1213,2023-24,1628378.0,Guaranteed,32600060.0
1214,2024-25,1628378.0,Guaranteed,34848340.0
1215,2020-21,,Guaranteed,898310.0
1216,2021-22,,Guaranteed,1517981.0
1217,2022-23,,Qualifying Offer,1919247.0
1218,2020-21,101141.0,Guaranteed,754783.0
1219,2020-21,1627777.0,Guaranteed,1783557.0
1220,2021-22,1629714.0,Qualifying Offer,1669178.0
1221,2020-21,204060.0,Guaranteed,10863637.0
1222,2021-22,204060.0,Guaranteed,13036364.0
1223,2020-21,203903.0,Guaranteed,11500000.0
1224,2021-22,203903.0,Guaranteed,12420000.0
1225,2022-23,203903.0,Guaranteed,13340000.0
1226,2023-24,203903.0,Player Option,14260000.0
1227,2020-21,1629752.0,Guaranteed,1517981.0
1228,2021-22,1629752.0,Qualifying Offer,1897476.0
1229,2020-21,1629744.0,Guaranteed,1517981.0
1230,2021-22,1629744.0,Non-Guaranteed,1782621.0
1231,2022-23,1629744.0,Qualifying Offer,2228276.0
1232,2020-21,201144.0,Guaranteed,34502132.0
1233,2020-21,1629671.0,Guaranteed,1517981.0
1234,2021-22,1629671.0,Non-Guaranteed,1782621.0
1235,2022-23,1629671.0,Qualifying Offer,2228276.0
1236,2020-21,1626220.0,Guaranteed,8500000.0
1237,2021-22,1626220.0,Guaranteed,8800000.0
1238,2022-23,1626220.0,Guaranteed,9200000.0
1239,2023-24,1626220.0,Non-Guaranteed,9500000.0
1240,2020-21,203497.0,Guaranteed,27525281.0
1241,2021-22,203497.0,Guaranteed,35344828.0
1242,2022-23,203497.0,Guaranteed,38172414.0
1243,2023-24,203497.0,Guaranteed,41000000.0
1244,2024-25,203497.0,Guaranteed,43827586.0
1245,2020-21,1627885.0,Not With Team,770433.0
1246,2020-21,,Guaranteed,1977000.0
1247,2021-22,,Guaranteed,2075880.0
1248,2022-23,,Team Option,2174880.0
1249,2023-24,,Team Option,3923484.0
1250,2024-25,,Qualifying Offer,5818527.0
1251,2020-21,203458.0,Guaranteed,1265372.0
1252,2020-21,,Guaranteed,898310.0
1253,2021-22,,Non-Guaranteed,1517981.0
1254,2022-23,,Qualifying Offer,1919247.0
1255,2020-21,1628394.0,Not With Team,374297.0
1256,2020-21,203078.0,Guaranteed,28751774.0
1257,2021-22,203078.0,Guaranteed,33724200.0
1258,2022-23,203078.0,Player Option,36422136.0
1259,2020-21,1628990.0,Guaranteed,2443440.0
1260,2021-22,1628990.0,Guaranteed,4019459.0
1261,2022-23,1628990.0,Qualifying Offer,5820177.0
1262,2020-21,1629655.0,Guaranteed,1517981.0
1263,2021-22,1629655.0,Non-Guaranteed,1782621.0
1264,2022-23,1629655.0,Team Option,1930681.0
1265,2020-21,202722.0,Guaranteed,15000000.0
1266,2021-22,202722.0,Guaranteed,16000000.0
1267,2022-23,202722.0,Guaranteed,16000000.0
1268,2023-24,202722.0,Guaranteed,17000000.0
1269,2024-25,202722.0,Early Termination,16000000.0
1270,2020-21,,Guaranteed,4469160.0
1271,2021-22,,Guaranteed,4692840.0
1272,2022-23,,Team Option,4916160.0
1273,2023-24,,Team Option,6263188.0
1274,2024-25,,Qualifying Offer,8486620.0
1275,2021-22,1629726.0,Qualifying Offer,1669178.0
1276,2020-21,1629067.0,Guaranteed,1663861.0
1277,2021-22,1629067.0,Qualifying Offer,2079826.0
1278,2020-21,202397.0,Guaranteed,6000000.0
1279,2020-21,1629010.0,Guaranteed,3737520.0
1280,2020-21,1628395.0,Not With Team,110998.0
1281,2020-21,203526.0,Guaranteed,1620564.0
1282,2020-21,201577.0,Guaranteed,7300000.0
1283,2020-21,1629060.0,Guaranteed,4692840.0
1284,2021-22,1629060.0,Guaranteed,4916160.0
1285,2022-23,1629060.0,Team Option,6263188.0
1286,2023-24,1629060.0,Qualifying Offer,8486620.0
1287,2020-21,201566.0,Guaranteed,41358814.0
1288,2021-22,201566.0,Guaranteed,44211146.0
1289,2022-23,201566.0,Player Option,47063478.0
1290,2020-21,1628418.0,Guaranteed,8333333.0
1291,2021-22,1628418.0,Guaranteed,8666667.0
